benchmark,n_queries,arm/method,metric,value,source_file,status,notes
LoCoMo,1535,float_std,Hit@10,50.0326,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,sym,FR@10,38.4715,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,asym,FR@10,33.1566,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,b8,FR@10,31.16,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,sign88,FR@10,31.7376,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,float,FR@10,29.7162,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,float_std,FR@10,44.2812,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,all-arms,other-k-and-FR-rows,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,POINTER: Hit@1/3/5/20 + FR@1/3/5/20/10 rows exist in file; not unrolled here. NOTE: n=1535 here vs 1531 in HIZ_GENELLEME (unresolved)
lme,470,zero_sym_hit10,Hit@10,86.0773,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,zero_float_q_hit10,Hit@10,85.7447,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.1_sym_hit10,Hit@10,34.7185,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.1_float_q_hit10,Hit@10,61.7021,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.2_sym_hit10,Hit@10,51.2928,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.2_float_q_hit10,Hit@10,78.2979,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.3_sym_hit10,Hit@10,76.9041,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.3_float_q_hit10,Hit@10,84.2553,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.4_sym_hit10,Hit@10,85.0007,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.4_float_q_hit10,Hit@10,84.2553,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.5_sym_hit10,Hit@10,84.6184,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.5_float_q_hit10,Hit@10,85.7447,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.6_sym_hit10,Hit@10,82.2536,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.6_float_q_hit10,Hit@10,85.5319,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.7_sym_hit10,Hit@10,77.2488,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.7_float_q_hit10,Hit@10,82.5532,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.8_sym_hit10,Hit@10,60.4802,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.8_float_q_hit10,Hit@10,78.5106,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.9_sym_hit10,Hit@10,35.5575,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,q0.9_float_q_hit10,Hit@10,64.4681,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,random_sym_hit10,Hit@10,57.1501,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,random_float_q_hit10,Hit@10,72.1277,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
lme,470,all-thresholds,Hit@1/Hit@3-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_lme.json,CLAIM,POINTER: full hit1/hit3 columns in file; not unrolled
perltqa,8265,zero_sym_hit10,Hit@10,75.7612,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,zero_float_q_hit10,Hit@10,80.1936,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.1_sym_hit10,Hit@10,30.6229,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.1_float_q_hit10,Hit@10,48.4392,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.2_sym_hit10,Hit@10,52.307,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.2_float_q_hit10,Hit@10,70.3327,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.3_sym_hit10,Hit@10,68.7136,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.3_float_q_hit10,Hit@10,77.4592,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.4_sym_hit10,Hit@10,73.9776,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.4_float_q_hit10,Hit@10,79.2982,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.5_sym_hit10,Hit@10,74.7766,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.5_float_q_hit10,Hit@10,79.6733,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.6_sym_hit10,Hit@10,73.879,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.6_float_q_hit10,Hit@10,79.9032,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.7_sym_hit10,Hit@10,68.1347,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.7_float_q_hit10,Hit@10,78.6449,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.8_sym_hit10,Hit@10,52.9338,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.8_float_q_hit10,Hit@10,72.6154,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.9_sym_hit10,Hit@10,33.0167,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,q0.9_float_q_hit10,Hit@10,54.7264,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,random_sym_hit10,Hit@10,46.7136,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,random_float_q_hit10,Hit@10,61.4277,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
perltqa,8265,all-thresholds,Hit@1/Hit@3-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_perltqa.json,CLAIM,POINTER: full hit1/hit3 columns in file; not unrolled
realtalk,705,zero_sym_hit10,Hit@10,46.6809,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,zero_float_q_hit10,Hit@10,43.5461,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.1_sym_hit10,Hit@10,13.3769,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.1_float_q_hit10,Hit@10,20.2837,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.2_sym_hit10,Hit@10,21.0539,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.2_float_q_hit10,Hit@10,30.4965,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.3_sym_hit10,Hit@10,31.4,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.3_float_q_hit10,Hit@10,36.0284,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.4_sym_hit10,Hit@10,41.4262,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.4_float_q_hit10,Hit@10,40.7092,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.5_sym_hit10,Hit@10,45.248,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.5_float_q_hit10,Hit@10,43.5461,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.6_sym_hit10,Hit@10,42.9918,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.6_float_q_hit10,Hit@10,42.9787,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.7_sym_hit10,Hit@10,32.465,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.7_float_q_hit10,Hit@10,38.156,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.8_sym_hit10,Hit@10,20.889,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.8_float_q_hit10,Hit@10,29.9291,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.9_sym_hit10,Hit@10,13.7892,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,q0.9_float_q_hit10,Hit@10,21.7073,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,random_sym_hit10,Hit@10,22.3395,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,random_float_q_hit10,Hit@10,27.234,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,threshold sweep: docs+query share doc-fitted thresholds; moving threshold away from 0 hurts
realtalk,705,all-thresholds,Hit@1/Hit@3-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/THRESHOLD_realtalk.json,CLAIM,POINTER: full hit1/hit3 columns in file; not unrolled
LME-subset240,240,S1_Z,Hit@1,52.08,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S1_Z,Hit@3,72.92,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S1_Z,Hit@10,85.42,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S2_svd,Hit@1,34.17,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S2_svd,Hit@3,60.42,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S2_svd,Hit@10,83.33,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S3_norm,Hit@1,34.17,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S3_norm,Hit@3,60.42,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S3_norm,Hit@10,83.33,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S4_center,Hit@1,33.75,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S4_center,Hit@3,60.42,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S4_center,Hit@10,82.92,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S5_sign_fq,Hit@1,38.33,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S5_sign_fq,Hit@3,64.58,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S5_sign_fq,Hit@10,85.0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S6_sign,Hit@1,42.29,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S6_sign,Hit@3,70.62,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
LME-subset240,240,S6_sign,Hit@10,87.29,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LADDER.json,CLAIM,240-archive LME subset incl. raw Z/SVD/norm/center/sign stages; S2==S3 maxdiff 5.6e-16
PerLTQA,8265,sym/asym/b8/sign88/float/float_std,Hit@k-curve-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/KSWEEP.json,CLAIM,"POINTER: full hit@k curves k=1..546 exist; self-check equals HIT10 at k=1,3,5,10,20"
ALL,9440,sign-codes,codesize-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/CODESIZE.json,CLAIM,POINTER: lossless gzip/bz2/lzma ratios on packed SIGN codes (raw ~incompressible); totals only
ALL,9440,faiss-hamming,correctness-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/FAISS.json,CLAIM,POINTER: faiss binary index matches frozen Top10 exactly (top10+all); ms-level timings inside
ALL,9020,faiss-vs-frozen,audit-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/AUDIT_CORRECTNESS.json,CLAIM,"POINTER: 90-archive audit; C3 faiss-vs-frozen Hit@10 delta +0.41pp from tiebreak convention (311 queries differ by convention, not error)"
PerLTQA+LME+RT,9440,b8-payloads,integrity-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/retrieval_review/integrity_checks.json,CLAIM,"POINTER: 510/510 payload structures, sign/threshold/std recompute maxerr 0.0, 9440 unique keys"
REALTALK,705,BM25/TFIDF,audit-pointer,0,/mnt/c/Users/MDP/dev/llmzip-work/top10_comparison_r1/audit/lexical_audit.json,CLAIM,POINTER: audit replayed both arms 0 top/actual mismatches; 46 partial-valid queries with unresolved evidence tokens retained
fixture-SmolLM2-4texts,8,ridge-ctx16,mean-KL(full||arm),0.3,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/../kv/REPORT.md,CLAIM,OBSOLETE FSCORE: use kv_repair corrected values below; kept for provenance
fixture-SmolLM2-4texts,8,ridge-ctx16,mean-KL(full||arm),0.3,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/kv_repair/REPORT.md,CLAIM,"corrected shifted-v2: ctx16 ridge KL 0.30-0.48, q4 0.02-0.03, zero 0.51-1.05, copy 2.09-4.09"
fixture-SmolLM2-4texts,8,ridge-ctx64,mean-KL(full||arm),0.23,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/kv_repair/REPORT.md,CLAIM,"corrected: ctx64 ridge KL 0.23-0.77, q4 0.00-0.08; original negative dNLL WITHDRAWN (alignment bug)"
fixture-SmolLM2-4texts,12,Newton-GMRES-8x20,successes,0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/inverse_repair/REPORT.md,CLAIM,0/12 block + 0/4 segment under 1e-5/1e-3; JVP bug fixed then honestly re-tested
fixture-SmolLM2-4texts,4,ledger-L14-KVonly,mean-KL,0.00026,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/inverse_repair/REPORT.md,CLAIM,true single-layer-14 KV-only continuation; dNLL -0.003 agree 0.97
fixture-SmolLM2-4texts,4,ledger-L14-hidden-replace,delta-NLL,-0.006,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/inverse/REPORT.md,CLAIM,full-hidden-state replacement (NOT KV-only); KL 0.002 agree 1.00
